,accuracy,false_negatives_4,loss,precision_4,recall_4,true_positives_4,val_accuracy,val_false_negatives_4,val_loss,val_precision_4,val_recall_4,val_true_positives_4
12,0.9705509543418884,241.0,0.08023517578840256,0.9692086577415466,0.961842954158783,6075.0,0.9673704504966736,22.0,0.07991927862167358,0.9784313440322876,0.9577735066413879,499.0
13,0.9718176126480103,224.0,0.07916828244924545,0.9706819653511047,0.9645345211029053,6092.0,0.9577735066413879,25.0,0.12055973708629608,0.9593810439109802,0.9520153403282166,496.0
14,0.9702343344688416,207.0,0.08120116591453552,0.9631089568138123,0.9672260880470276,6109.0,0.9635316729545593,20.0,0.0949016734957695,0.9634615182876587,0.9616122841835022,501.0
15,0.9727675914764404,141.0,0.07128944247961044,0.9603421688079834,0.97767573595047,6175.0,0.9769673943519592,12.0,0.06791649758815765,0.975095808506012,0.9769673943519592,509.0
16,0.9724509119987488,115.0,0.07488184422254562,0.9504904747009277,0.9817922711372375,6201.0,0.9654510617256165,13.0,0.07073918730020523,0.960302472114563,0.9750480055809021,508.0
17,0.9726092219352722,104.0,0.06769723445177078,0.9486865997314453,0.9835338592529297,6212.0,0.9673704504966736,11.0,0.07788637280464172,0.9604519605636597,0.9788867831230164,510.0
18,0.9740341901779175,86.0,0.07102739065885544,0.9445118308067322,0.9863837957382202,6230.0,0.9712092280387878,9.0,0.09374517947435379,0.9446494579315186,0.9827255010604858,512.0
19,0.9749841690063477,75.0,0.06516483426094055,0.9464665055274963,0.9881253838539124,6241.0,0.9692898392677307,11.0,0.0772981196641922,0.9586465954780579,0.9788867831230164,510.0
20,0.9783090353012085,64.0,0.05908885970711708,0.9530487656593323,0.9898670315742493,6252.0,0.9769673943519592,7.0,0.07082828134298325,0.9589552283287048,0.9865642786026001,514.0
21,0.9759341478347778,91.0,0.06390833109617233,0.9551941156387329,0.9855921268463135,6225.0,0.973128616809845,9.0,0.07537013292312622,0.9570093750953674,0.9827255010604858,512.0
22,0.9798923134803772,70.0,0.057116538286209106,0.952860414981842,0.9889170527458191,6246.0,0.9654510617256165,12.0,0.10880807787179947,0.9514018893241882,0.9769673943519592,509.0
23,0.9797340035438538,79.0,0.05672917887568474,0.9583589434623718,0.9874920845031738,6237.0,0.9769673943519592,9.0,0.06342929601669312,0.9660377502441406,0.9827255010604858,512.0
24,0.9783090353012085,73.0,0.058052994310855865,0.9544411897659302,0.988442063331604,6243.0,0.9769673943519592,10.0,0.07206182926893234,0.9659735560417175,0.9808061122894287,511.0
25,0.9789423942565918,63.0,0.05431167781352997,0.9562624096870422,0.9900253415107727,6253.0,0.9654510617256165,11.0,0.10952723026275635,0.9409593939781189,0.9788867831230164,510.0
26,0.9805256724357605,58.0,0.051739685237407684,0.9536726474761963,0.9908169507980347,6258.0,0.9692898392677307,8.0,0.08311014622449875,0.9535316228866577,0.984644889831543,513.0
27,0.9840088486671448,48.0,0.04458320140838623,0.9582632780075073,0.9924002289772034,6268.0,0.9616122841835022,12.0,0.08445782214403152,0.9567669034004211,0.9769673943519592,509.0
28,0.9825839400291443,59.0,0.048947155475616455,0.9624673128128052,0.9906586408615112,6257.0,0.9769673943519592,8.0,0.06729015707969666,0.9734345078468323,0.984644889831543,513.0
29,0.9829005599021912,63.0,0.050019633024930954,0.9646713733673096,0.9900253415107727,6253.0,0.9692898392677307,10.0,0.08869342505931854,0.9533582329750061,0.9808061122894287,511.0
30,0.9833755493164062,65.0,0.04353857785463333,0.963470995426178,0.989708662033081,6251.0,0.9539347290992737,20.0,0.1348794847726822,0.9470699429512024,0.9616122841835022,501.0
31,0.9843255281448364,80.0,0.04407672584056854,0.9772762656211853,0.9873337745666504,6236.0,0.9654510617256165,19.0,0.12953677773475647,0.9653846025466919,0.9635316729545593,502.0
32,0.9822672605514526,97.0,0.0469517782330513,0.9762951135635376,0.9846422076225281,6219.0,0.9712092280387878,15.0,0.07046808302402496,0.9730769395828247,0.9712092280387878,506.0
33,0.9843255281448364,96.0,0.0413917601108551,0.9789109230041504,0.9848005175590515,6220.0,0.973128616809845,14.0,0.09105249494314194,0.9750000238418579,0.973128616809845,507.0
