,accuracy,false_negatives,loss,precision,recall,true_positives,val_accuracy,val_false_negatives,val_loss,val_precision,val_recall,val_true_positives
0,0.9466434717178345,193.0,0.15955792367458344,0.9528023600578308,0.9377419352531433,2907.0,0.9750480055809021,13.0,0.0664365142583847,1.0,0.9664082527160645,374.0
1,0.9730842113494873,107.0,0.0785832405090332,0.9793848395347595,0.9654838442802429,2993.0,0.9827255010604858,3.0,0.06081346049904823,0.9846153855323792,0.9922480583190918,384.0
2,0.9833755493164062,60.0,0.0507814921438694,0.9854133129119873,0.9806451797485352,3040.0,0.9884836673736572,5.0,0.037880200892686844,0.997389018535614,0.9870800971984863,382.0
3,0.9844838380813599,58.0,0.043264251202344894,0.9870213866233826,0.981290340423584,3042.0,0.9750480055809021,12.0,0.10136888921260834,0.9973404407501221,0.9689922332763672,375.0
4,0.9852755069732666,56.0,0.042228784412145615,0.9879909157752991,0.9819355010986328,3044.0,0.9808061122894287,8.0,0.06410374492406845,0.9947506785392761,0.9793281555175781,379.0
5,0.9871754050254822,45.0,0.037665218114852905,0.9883533120155334,0.9854838848114014,3055.0,0.9788867831230164,10.0,0.06773766875267029,0.9973545074462891,0.9741601943969727,377.0
6,0.9867004156112671,45.0,0.04109783470630646,0.9873949289321899,0.9854838848114014,3055.0,0.9788867831230164,10.0,0.10722418874502182,0.9973545074462891,0.9741601943969727,377.0
7,0.991450309753418,32.0,0.02700531855225563,0.9928802847862244,0.9896774291992188,3068.0,0.9769673943519592,11.0,0.09608539193868637,0.9973474740982056,0.9715762138366699,376.0
8,0.9920836091041565,27.0,0.022451650351285934,0.9925710558891296,0.9912903308868408,3073.0,0.984644889831543,6.0,0.04316336289048195,0.9947780966758728,0.9844961166381836,381.0
9,0.9919252395629883,28.0,0.021347776055336,0.9925686717033386,0.9909677505493164,3072.0,0.973128616809845,14.0,0.11191926896572113,1.0,0.9638242721557617,373.0
10,0.991450309753418,28.0,0.02363971807062626,0.9916074872016907,0.9909677505493164,3072.0,0.9827255010604858,9.0,0.07501309365034103,1.0,0.9767441749572754,378.0
11,0.9939835071563721,21.0,0.017309067770838737,0.9945090413093567,0.9932258129119873,3079.0,0.984644889831543,6.0,0.04647938534617424,0.9947780966758728,0.9844961166381836,381.0
12,0.9941418766975403,20.0,0.015716591849923134,0.9945108294487,0.9935483932495117,3080.0,0.9827255010604858,7.0,0.07568050920963287,0.9947643876075745,0.9819121360778809,380.0
13,0.9950918555259705,17.0,0.014765030704438686,0.9954795241355896,0.994516134262085,3083.0,0.9673704504966736,17.0,0.1358950436115265,1.0,0.9560723304748535,370.0
14,0.9943001866340637,18.0,0.018629800528287888,0.9941935539245605,0.9941935539245605,3082.0,0.9827255010604858,7.0,0.05250867083668709,0.9947643876075745,0.9819121360778809,380.0
15,0.9952501654624939,17.0,0.01951632648706436,0.9958010315895081,0.994516134262085,3083.0,0.9788867831230164,10.0,0.1026938408613205,0.9973545074462891,0.9741601943969727,377.0
16,0.995725154876709,16.0,0.01340368390083313,0.996445894241333,0.9948387145996094,3084.0,0.9827255010604858,7.0,0.048644207417964935,0.9947643876075745,0.9819121360778809,380.0
17,0.9946168661117554,19.0,0.016423074528574944,0.9951550364494324,0.9938709735870361,3081.0,0.9808061122894287,8.0,0.0672418475151062,0.9947506785392761,0.9793281555175781,379.0
18,0.9944584965705872,18.0,0.017368437722325325,0.9945143461227417,0.9941935539245605,3082.0,0.9865642786026001,6.0,0.07775899022817612,0.9973822236061096,0.9844961166381836,381.0
19,0.9960417747497559,13.0,0.010785600170493126,0.9961277842521667,0.9958064556121826,3087.0,0.9865642786026001,6.0,0.17518089711666107,0.9973822236061096,0.9844961166381836,381.0
20,0.9966751337051392,10.0,0.013641079887747765,0.9964527487754822,0.9967741966247559,3090.0,0.9865642786026001,3.0,0.061679113656282425,0.9896907210350037,0.9922480583190918,384.0
21,0.9974667429924011,7.0,0.009196212515234947,0.9970986247062683,0.9977419376373291,3093.0,0.9865642786026001,3.0,0.10502869635820389,0.9896907210350037,0.9922480583190918,384.0
22,0.996516764163971,11.0,0.009043152444064617,0.9964516162872314,0.9964516162872314,3089.0,0.9865642786026001,6.0,0.09182235598564148,0.9973822236061096,0.9844961166381836,381.0
23,0.9976250529289246,10.0,0.007996776141226292,0.9983844757080078,0.9967741966247559,3090.0,0.9808061122894287,9.0,0.11635763198137283,0.9973614811897278,0.9767441749572754,378.0
24,0.9973084330558777,11.0,0.009515488520264626,0.9980614185333252,0.9964516162872314,3089.0,0.9808061122894287,9.0,0.1589820384979248,0.9973614811897278,0.9767441749572754,378.0
