,accuracy,false_negatives_1,loss,precision_1,recall_1,true_positives_1,val_accuracy,val_false_negatives_1,val_loss,val_precision_1,val_recall_1,val_true_positives_1
30,0.9946168661117554,20.0,0.015678083524107933,0.9954751133918762,0.9935483932495117,3080.0,0.9750480055809021,10.0,0.09535520523786545,0.99210524559021,0.9741601943969727,377.0
31,0.9962001442909241,13.0,0.012369058094918728,0.99644935131073,0.9958064556121826,3087.0,0.9769673943519592,7.0,0.09672564268112183,0.9870129823684692,0.9819121360778809,380.0
32,0.9954084753990173,13.0,0.011879592202603817,0.9948437213897705,0.9958064556121826,3087.0,0.9808061122894287,10.0,0.0953003466129303,1.0,0.9741601943969727,377.0
33,0.992716908454895,26.0,0.020736372098326683,0.9935358762741089,0.9916129112243652,3074.0,0.9750480055809021,8.0,0.07659599930047989,0.9869791865348816,0.9793281555175781,379.0
34,0.9954084753990173,14.0,0.01272438932210207,0.995162844657898,0.9954838752746582,3086.0,0.9750480055809021,9.0,0.08645729720592499,0.9895287752151489,0.9767441749572754,378.0
35,0.9950918555259705,17.0,0.015279034152626991,0.9954795241355896,0.994516134262085,3083.0,0.9788867831230164,8.0,0.08470292389392853,0.9921466112136841,0.9793281555175781,379.0
36,0.996516764163971,11.0,0.01067713275551796,0.9964516162872314,0.9964516162872314,3089.0,0.9769673943519592,11.0,0.09113342314958572,0.9973474740982056,0.9715762138366699,376.0
37,0.9974667429924011,8.0,0.007455023936927319,0.9974193572998047,0.9974193572998047,3092.0,0.9769673943519592,4.0,0.12492205202579498,0.9795396327972412,0.9896640777587891,383.0
38,0.9952501654624939,16.0,0.012436585500836372,0.9954809546470642,0.9948387145996094,3084.0,0.9750480055809021,10.0,0.09094874560832977,0.99210524559021,0.9741601943969727,377.0
39,0.9962001442909241,12.0,0.011128507554531097,0.996129035949707,0.996129035949707,3088.0,0.9750480055809021,9.0,0.1084325909614563,0.9895287752151489,0.9767441749572754,378.0
