,accuracy,false_negatives,loss,precision,recall,true_positives,val_accuracy,val_false_negatives,val_loss,val_precision,val_recall,val_true_positives
0,0.9278023838996887,259.0,0.18287208676338196,0.9351547360420227,0.916451632976532,2841.0,0.9673704504966736,15.0,0.08985282480716705,0.9946523904800415,0.961240291595459,372.0
1,0.9532932043075562,170.0,0.12041602283716202,0.9590834975242615,0.9451612830162048,2930.0,0.9769673943519592,10.0,0.05325840041041374,0.9947229623794556,0.9741601943969727,377.0
2,0.9613679647445679,140.0,0.10490221530199051,0.9660574197769165,0.9548386931419373,2960.0,0.9788867831230164,9.0,0.054063744843006134,0.9947368502616882,0.9767441749572754,378.0
3,0.9645345211029053,129.0,0.09402704238891602,0.9690150022506714,0.9583870768547058,2971.0,0.9808061122894287,9.0,0.047860678285360336,0.9973614811897278,0.9767441749572754,378.0
4,0.9662761092185974,119.0,0.0952007845044136,0.9694309234619141,0.96161288022995,2981.0,0.944337785243988,28.0,0.15175440907478333,0.9972222447395325,0.9276486039161682,359.0
5,0.9689676761627197,112.0,0.08409284800291061,0.97265625,0.9638709425926208,2988.0,0.9558541178703308,22.0,0.10860531777143478,0.9972677826881409,0.9431524276733398,365.0
6,0.9689676761627197,120.0,0.08045347034931183,0.9751309156417847,0.9612902998924255,2980.0,0.9616122841835022,19.0,0.09644011408090591,0.9972899556159973,0.950904369354248,368.0
7,0.969601035118103,112.0,0.0787154957652092,0.9739243984222412,0.9638709425926208,2988.0,0.9654510617256165,18.0,0.09492664039134979,1.0,0.9534883499145508,369.0
8,0.9700760245323181,105.0,0.0830925703048706,0.9727184176445007,0.9661290049552917,2995.0,0.9596928954124451,21.0,0.12063101679086685,1.0,0.9457364082336426,366.0
9,0.9740341901779175,96.0,0.07522569596767426,0.9778645634651184,0.9690322875976562,3004.0,0.9520153403282166,25.0,0.12017133086919785,1.0,0.9354005455970764,362.0
10,0.9726092219352722,107.0,0.07385191321372986,0.9784243106842041,0.9654838442802429,2993.0,0.9769673943519592,11.0,0.05625585839152336,0.9973474740982056,0.9715762138366699,376.0
11,0.9713426232337952,109.0,0.07464078068733215,0.9764936566352844,0.9648386836051941,2991.0,0.9808061122894287,9.0,0.06096731126308441,0.9973614811897278,0.9767441749572754,378.0
12,0.9759341478347778,91.0,0.06830066442489624,0.9801303148269653,0.9706451892852783,3009.0,0.9827255010604858,8.0,0.04456794261932373,0.9973683953285217,0.9793281555175781,379.0
13,0.97767573595047,75.0,0.05883411318063736,0.9786477088928223,0.975806474685669,3025.0,0.9750480055809021,12.0,0.06065112352371216,0.9973404407501221,0.9689922332763672,375.0
14,0.973400890827179,103.0,0.07336816936731339,0.9787720441818237,0.9667741656303406,2997.0,0.973128616809845,13.0,0.06538251787424088,0.9973333477973938,0.9664082527160645,374.0
15,0.9770424365997314,80.0,0.06057211011648178,0.9789302945137024,0.9741935729980469,3020.0,0.9692898392677307,15.0,0.08494327962398529,0.9973190426826477,0.961240291595459,372.0
16,0.973875880241394,96.0,0.0677846148610115,0.9775463938713074,0.9690322875976562,3004.0,0.9827255010604858,8.0,0.04541343078017235,0.9973683953285217,0.9793281555175781,379.0
17,0.9794173240661621,78.0,0.06004364416003227,0.9830839037895203,0.9748387336730957,3022.0,0.9865642786026001,6.0,0.042278602719306946,0.9973822236061096,0.9844961166381836,381.0
18,0.9786257147789001,81.0,0.05770707502961159,0.9824275970458984,0.9738709926605225,3019.0,0.9616122841835022,20.0,0.11139300465583801,1.0,0.9483203887939453,367.0
19,0.9798923134803772,76.0,0.055183034390211105,0.9834146499633789,0.9754838943481445,3024.0,0.9923224449157715,3.0,0.03457546606659889,0.9974026083946228,0.9922480583190918,384.0
20,0.9770424365997314,84.0,0.06292601674795151,0.9801754951477051,0.9729032516479492,3016.0,0.9750480055809021,12.0,0.06583526730537415,0.9973404407501221,0.9689922332763672,375.0
